用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
账号己注销1248349,保密,因为狗压不成饼？上次就碰到个傻狗，从我车面前过去了,,1级评论,4,0,2025-03-27 00:57:30
shownqc,保密,独居动物和群居动物的区别,,1级评论,6,0,2025-03-26 23:11:25
黎巴嫩松鼠党,保密,高速公路上比较容易看到狗饼。不知道是从车上跳下来了还是附近村里的狗,,1级评论,6,0,2025-03-26 23:08:48
九月九日忆东北兄弟,男,我前几天晚上骑车溜达，去的时候好好的，回来的路上就看到路上两只猫一前一后贴在了马路上[笑哭],,1级评论,6,0,2025-03-26 23:08:31
掀群狂风,男,习性问题，很多猫看到有东西冲它过来第一时间是先停住，然后等接近了再跑，但车速根本没时间给它反应,,1级评论,6,0,2025-03-26 21:44:51
千矢suis,保密,马路破破烂烂，小猫缝缝补补,,1级评论,6,0,2025-03-26 20:18:36
掀群狂风,男,习性问题，很多猫看到有东西冲它过来第一时间是先停住，然后等接近了再跑，但车速根本没时间给它反应,,1级评论,6,0,2025-03-26 21:44:51
千矢suis,保密,马路破破烂烂，小猫缝缝补补,,1级评论,6,0,2025-03-26 20:18:36
成肆伍,保密,智力问题,,1级评论,6,0,2025-03-26 20:04:28
fhchfhchv,男,md上次我骑电瓶车，非机动路中间有只猫，我从他的右边想直接开过去，那只猫先往左边走（要是一直这样走就没事了），在我快要通过的时候他突然折返然后砰的一下撞在我后轮上，跟个回天鱼雷一样的,,1级评论,4,0,2025-04-05 14:45:41
YLF凌风,保密,因为被撞死的狗都被带走了,,1级评论,6,0,2025-03-26 18:31:01
破防要拉黑爸爸了吗,保密,主要是猫的体型小，我遇到过很多车撞狗，车坏了狗跑了的,,1级评论,6,0,2025-03-26 17:44:13
绔枝,男,我记得猫的智商是很低的,,1级评论,6,0,2025-04-05 12:51:51
画水离寒,男,狗的智商是猫的大博，肯定要聪明多了,,1级评论,6,0,2025-03-26 15:59:13
查中点头像,保密,看到车，哎，赶紧钻到下面,,1级评论,6,0,2025-03-26 15:58:48
少昊昊昊昊,保密,猫智商低,,1级评论,5,0,2025-03-26 15:30:01
圣光与马赛克,保密,鼠饼见得多,,1级评论,5,0,2025-04-05 11:28:07
筑垒地带,保密,扯淡，根本原因是白天猫不出来，晚上狗不出来。。我这一个月三次看看狗急刹，都是白天我刹住了。。一次晚上看见个白影，砰一下撞了，估计是猫,,1级评论,5,0,2025-03-26 14:38:59
猫猫虫爱吃酸酸草,保密,我家的猫蠢的可爱是正牌的哈基米,,1级评论,5,0,2025-03-26 13:52:52
救赎丶i,保密,毕竟猫笨，不会回头的，更不会躲避。[藏狐]看到你来了只会加速往前跑,,1级评论,6,0,2025-04-05 10:03:38
铪啰吉蒂,保密,前几天亲眼见到小狸花猫往人行道上行驶中的电单车冲锋[笑哭],,1级评论,6,0,2025-03-26 13:22:20
我是晓苇,保密,[笑哭]说实话，我真的见过狗过斑马线 几只狗还甚至是绿灯过去的，还不止一次,,1级评论,6,0,2025-04-05 08:50:49
蓝骨,保密,我这ip路上看到最多是鼠饼，摊开和猫差不多大呢[笑哭],,1级评论,6,0,2025-03-26 12:41:43
骆驼抽陀螺,男,"看着视频，我不禁幻想自己成为了一只哈基米，每天在城市里不断的过着枯燥乏味的生活，哈气是我的常态，是我不断的向强大的存在挑衅，证明自己还活着就仿佛婴儿刚一生下来就会哭泣一样，刻在骨子里难以忘怀的生存本能，直到有一天，我再一次吓跑了我的对手，我像高傲的雄狮巡视着我的领地，顺便挑选了一个倒霉蛋的拼好饭，愉悦的吃了起来，吃完后又找我的女神，一只长毛三花猫，我们谈情说爱还有叫培，在一阵空虚寂寞后，我不禁思考我这一生活着是为了什么，这时，我透过玻璃，看到了一户人家正在看着自然频道，看着美丽的大自然，我刹那顿悟，是的，我是自然的一部分，钢铁的城市将我困住了，我走不出去了，一辈子也走不出去了，这个两脚兽所占领的地盘里，我只是一个活在阴沟里的存在，或许走到自然，才是我的归宿，我拼命的跑啊跑，然后……啪叽
一阵剧烈的轰鸣声打断了我的思路。
我死了",,1级评论,6,0,2025-04-05 08:38:20
骆驼抽陀螺,男,小时候看过一只狗过马路被路过的泥头车给碾了，这么大的动物根本不会成饼，当时的场景是一条大概五六米的血路，狗像是撕开扯长的麻袋一样，看不出原来的皮肉形状了，器官散落的到处都是，根本就不会变成狗饼,,1级评论,6,0,2025-04-05 08:36:01
雨一直下orz,女,鼠饼和猫饼几乎最多，然后是蛇饼，虫子饼，蛤蟆饼，狗饼只见过一次，还是很小只的,,1级评论,5,0,2025-03-26 12:02:53
饭盒大仙,男,还有一点是狗狗哪怕被撞的只剩半口气也会尽力回家,,1级评论,6,0,2025-04-05 06:38:14
紫ゆかり,保密,猫饼多还有原因就是有出生故意在路上扔小猫。,,1级评论,6,0,2025-03-26 11:50:15
蜡笔小新新新工作,保密,最主要原因就是流浪狗会被捕杀，流浪猫没人管，肯定猫饼越来越多,紫ゆかり,2级评论,4,0,2025-03-29 11:50:47
吃秀儿长大的魔鬼-,男,emmm…狗子啊，,,1级评论,6,0,2025-03-26 11:44:10
z网友小旋,男,主要是，大部分猫智力比狗低这个基础条件，加上城市里养猫养狗的群体不同导致猫的低智被放大了。如果是农村猫狗差距就会小很多，农村人养的猫还是有不少聪明有灵性的,,1级评论,5,0,2025-04-05 04:38:56
驱风,男,[doge]野猫很多就是大耗子。,,1级评论,6,0,2025-03-26 11:37:11
叫我-灰太狼大王,保密,我看的最多的是癞疙宝饼和🐍饼。,,1级评论,5,0,2025-03-26 11:23:26
幻想的魂魄,保密,蛙饼见得最多，我还奇怪什么东西黑黑的一片[doge_金箍],,1级评论,6,0,2025-04-05 03:25:08
溫柔May,男,哈基米觉得自己能比车快,,1级评论,4,0,2025-03-26 11:16:08
毫无存在感空气透明人,保密,最多应该是蛙饼和鼠饼吧,,1级评论,2,0,2025-03-26 10:53:25
瑟涩是第一生产力,男,猫饼好啊，太好了,,1级评论,6,0,2025-03-26 09:19:10
红茶狗头,保密,高架上基本全是猫饼，狗不会跑那么高的地方去，野猫也会把崽下汽车底盘发动机里[捂脸],,1级评论,6,0,2025-03-26 08:48:24
奥术续命师,保密,还真是，我见过好几次狗在等红灯过马路的，它们会观察模仿行人的举动，知道什么灯亮的时候过马路安全。,,1级评论,6,0,2025-03-26 08:42:05
空难制造者,保密,脑容量太小了，太笨了,,1级评论,6,0,2025-03-26 07:40:54
黑粉头子菜鸡,男,我家养的狗以前可不知道这些，直到被车撞了一次才知道害怕 过马路都小心翼翼的看到车就瑟瑟发抖不敢动 没车了才屁颠屁颠的过马路 有时候车多它能在马路边等上十几分钟[doge],,1级评论,5,0,2025-03-26 05:44:05
彩虹饲养员,男,狗饼肯定有，但是我从来没见过。猫饼见过好几次。,,1级评论,5,0,2025-03-26 04:40:12
张无忌008,男,我经常开车遇到猫横穿马路傻得一,,1级评论,6,0,2025-03-26 01:55:35
猫爪秋刀鱼,女,我没压过猫，但是撞过狗[藏狐],,1级评论,6,0,2025-03-26 01:30:18
吊吊猫,男,主页全是几百播放这个两万播放 看来也是顶到bu寄点了,,1级评论,6,0,2025-03-26 01:05:13
最喜欢云了,男,并不是这样,,1级评论,6,0,2025-03-26 00:57:22
溪流控,保密,我就做过一个狗饼[呲牙],,1级评论,6,0,2025-04-04 21:16:17
现代小丑假龙,男,[生气][生气][生气][生气][生气][生气][生气][生气][生气][生气],,1级评论,6,0,2025-03-25 23:52:16
机读复是就质本的类人,保密,我们这流浪猫很少，最多的是鼠饼，偶尔有鸟饼，剩下的活这么久没遇见过。,,1级评论,4,0,2025-04-04 20:07:03
沃特检测集团,男,上次在桂林就是看到一个猫突然跑在高速右侧车道，导致前面两个车急刹车，差点追尾,,1级评论,6,0,2025-03-25 22:23:34
我爱去火星,男,猫的行动不受大脑控制,,1级评论,6,0,2025-03-25 22:17:13
一只野生钢铠鸦,保密,先哈气了@起誓 @弱雪 @Z1lya @殇慟KY @又一的左半双马尾,,1级评论,5,0,2025-03-25 22:08:57
香蕉船是条好船,男,今天跑沪昆高速回家的时候压到一具猫尸体[doge],,1级评论,6,0,2025-03-25 21:47:13
慎言慎行慎为,男,人先驯化自身然后是社会程度较高的狼,,1级评论,5,0,2025-03-25 21:34:48
萨克森之王,保密,有一天过铁路道口就差点撞了个猫，蹭的一下窜出来，吓我一跳，[笑哭]根本来不及踩刹车,,1级评论,6,0,2025-03-25 21:10:15
阿征啦啦啦,男,我看过三截狗、薯饼、猫饼,,1级评论,6,0,2025-04-04 17:35:51
绫镜白,保密,我天天走国道，几天就能见到猫饼，最夸张的是一个一块一块的，满地都是血，上次还差点创了一只,,1级评论,4,0,2025-03-25 18:45:34
萌道丫,保密,见过一次狗饼,,1级评论,6,0,2025-03-25 18:18:02
坚定不移章北海,男,一车道的水泥路，我看见猫在路边草丛里车碰不到就没减速。开到离猫两米左右这傻猫突然窜出来横穿，给我干出急刹车。,,1级评论,6,0,2025-03-25 17:59:37
71kg,保密,最绝的是这猫躲来躲去，还正好一直在车轮前面[无语],坚定不移章北海,2级评论,6,0,2025-03-25 18:07:04
互联网是没有记忆的啊,保密,怪不得老公看上了猫？[笑哭],,1级评论,5,0,2025-03-25 16:57:29
酷酷的晓怪兽,男,我前几天在回家的路上经过一个池塘的时候还看到了一只“耗儿鱼”，不知道泡了几天了。[笑哭],,1级评论,5,0,2025-04-04 12:34:27
远远与昕昕,男,猫喜欢晚上出门，都听过夜猫子，没听过夜狗子。,,1级评论,6,0,2025-04-04 11:24:25
芭菲撅乐奈,保密,好狗不挡道,,1级评论,5,0,2025-04-04 10:42:35
火星风有点大,男,从小不喜欢猫 智商真的太低了,,1级评论,5,0,2025-03-25 13:30:10
刀_瓜,男,农村狗子有很多被创似的小狗，就是车吨位太低没有变成饼。,,1级评论,6,0,2025-04-04 09:33:18
困难群众阿昔洛,保密,狗饼少，猫饼多，还有就是狗子体型大，不容易成型，还有就是狗肉卖着方便，趁新鲜都能处理掉[藏狐],,1级评论,6,0,2025-04-04 09:12:24
qq5041,保密,前两天差点亲自在马路上做了一张狗饼，给我吓得胃都疼,,1级评论,6,0,2025-03-25 09:11:28
看正方形的圆,男,我这边狗会等红绿灯,,1级评论,6,0,2025-04-04 00:18:30
卿花妖,男,更多的是大鼠片[doge],,1级评论,5,0,2025-04-04 00:11:51
纾z冉,男,这电动车转一圈没绷住,,1级评论,5,0,2025-04-03 23:58:06
大奇Inuki,男,好笑吗？我只看到一个被哈基米过肩摔的电驴,,1级评论,6,0,2025-04-03 23:34:30
危险的包子,男,狗被车吓了是先跑开再回头看怎么个事，猫是先回头看怎么个事然后就成饼了[笑哭],,1级评论,6,0,2025-04-03 23:15:19
友人A_鲤鱼正在看着你,男,会等红灯怎么饼,,1级评论,6,0,2025-04-03 23:11:00
茅房出来抖三抖,保密,我还看见过雀饼[笑哭],,1级评论,5,0,2025-03-24 23:47:13
虾头私斋,男,说白了，猫比较傻,,1级评论,5,0,2025-04-03 20:43:39
虫酸が走る,男,狗在小区、大学校园、高速上饼比较多，普通公路还是其他饼多,,1级评论,6,0,2025-04-03 20:32:15
心理学导论,保密,"其实猫还好，最蠢最傻的是鸡饼！！！
最！没有之一！！
它也不知道脑容量小还是怎么滴
比如吧，你从它旁边经过，它也正好想从你身边经过
不管你是开车，还是电瓶车什么的
速度都远比蠢鸡快，但是呢
它一定要从你前面过，正前方，就不从后面过
有的时候，你就看它在后面追，也就后轮位置
你慢下来，无语的看它从你前面绕过去
明明让车先走，从后面过更安全，也更快，它偏不
它超喜欢与前轮那0.01公分距离的刺激感[doge]",,1级评论,6,0,2025-04-03 20:30:07
鎏虓苤,保密,一本正经的忽悠人,,1级评论,5,0,2025-04-03 12:32:01
小羊苏西_sheep,保密,这不是全新推出粉生物减速带吗[兔年],,1级评论,5,0,2025-04-03 12:11:59
knowps,保密,不知道怎么回事，最近几年猫特别多，但狗基本上都没了，是都被抓走了吗？,,1级评论,5,0,2025-04-03 10:14:05
-亚儿我要上厕索,保密,猫其实根本没有完全被驯化，家猫总是会与野猫交配来传承野性基因，要完全驯化除非野猫消失,,1级评论,6,0,2025-04-03 10:14:00
绊途,男,"夜里开车经常遇到蠢猫，看到车过来非要到马路对面去，车不来反而不过马路了。
就是一只猫在路边沿着路走的好好地，看到车来了就跑一个过马路",,1级评论,6,0,2025-04-03 08:27:42
bili_78653599726,保密,狗比较大压不成饼[doge_金箍],,1级评论,6,0,2025-04-03 07:26:34
谢钦然,男,真不是讨厌猫，之前晚上回家，骑电动车也没多快，有一只猫突然在我车前面从右边草丛跑到左边草丛，给我吓得直接电动车过肩摔，你要换狗，他都不会冲到你前面，更不用说横穿马路了[doge],,1级评论,5,0,2025-04-03 05:26:42
鬼鬼鬼鬼鬼鬼了,保密,之前走山路的时候看到的蛇饼[doge],,1级评论,6,0,2025-04-03 04:40:35
哈姆start,保密,之前在其他視頻看過，貓原路返回是因為牠覺得自己走過的路是安全的，我養了三隻貓，貓也確實比較神經質，經常容易被芝麻點大的聲音跟人影嚇得亂竄[笑哭],,1级评论,4,0,2025-04-03 04:00:22
日尼禾尔昔攵了,保密,我感觉猫因为习性还是什么，看到车这么一个大东西高速过来，它居然跑着跑着停了，看我一眼再猛的加速跑！你很难判断他的路线，狗就不一样了，它等我过去！[笑哭],,1级评论,6,0,2025-04-03 01:25:19
神奇包子在哪里,保密,我们这边鼬饼和咕饼也挺多的…仅次于猫饼,,1级评论,5,0,2025-04-02 21:41:55
风璃max,保密,不对吧，我从小在老家就是狗被压死的多，只不过狗死路上会被人清理，猫这玩意太小，就死在原地也无所谓,,1级评论,6,0,2025-04-02 20:46:32
间蝶大王-王大锤,男,活该啊,,1级评论,6,0,2025-04-02 17:04:22
亲热xxc,男,主要哈基米都跑跑过了看到车还喜欢往回跑，吓得我摔了好几次,,1级评论,6,0,2025-04-02 16:41:55
蜡笔盒子,保密,猫坏车好,,1级评论,6,0,2025-04-02 15:45:15
伊蕾娜的旅行笔记,保密,流浪猫和老鼠碾了就碾了，如果是鸡鸭鹅的话还要考虑是不是别人养的,,1级评论,5,0,2025-04-02 15:46:37
风调开爽,男,狗狗一般活不到变成饼就下锅了,,1级评论,6,0,2025-04-02 14:52:44
有车有房不敢结婚,男,省流：狗会躲车，猫不会[doge_金箍],,1级评论,5,0,2025-04-02 14:49:47
举报每一个卖片的,男,在老家看见过蛇饼，在新疆一只猫在我眼前被撞死了，我还摸过它，唉,,1级评论,4,0,2025-04-02 14:06:27
Angel哒,保密,鼠片见到挺多，猫狗还没怎么见过,,1级评论,6,0,2025-04-02 13:54:25
Celovyie,男,不听话和脑残的猫躺在马路上，不听话和脑残的狗要么在网上发癫要么在锅里[偷笑],,1级评论,6,0,2025-04-02 13:15:26
我只吃晚饭Mia_,男,无论你的车速是八十还是六十，垃圾猫总能精准的预判到你的车轮什么时候轧到它的脸[微笑],,1级评论,6,0,2025-04-02 11:51:37
猴子捞虫,男,有没有可能狗体型比猫大，压不到轮子下面成饼，会被撞飞找个地方残喘等死[笑哭],,1级评论,5,0,2025-04-02 10:25:09
一个Eutanca星,男,BYD，有次路上骑车看到路边有只猫，我看它，它看我，然后直接就从马路对面冲刺过来，压根反应不过来后轮碾过去，然后拖着半个身子就跑了，猫这玩意智商是真低啊,,1级评论,6,0,2025-04-02 10:15:45
勇者大人时代变了,保密,狗瘸的却是很多,,1级评论,2,0,2025-04-02 09:48:19
林黛玉温酒倒拔狮驼岭,保密,本质就是智商问题，聪明的知道怎么躲避危险,,1级评论,6,0,2025-04-02 08:39:46
等公车的浮士德,保密,没有自我意识,,1级评论,5,0,2025-04-02 07:49:41
你编织谎言我配合表演,男,路上看到的狗饼一般都是小狗狗，大狗一般都创飞了，或者嵌进车头了，极少被后续碾压，但是我也在国道上见过被很多半挂碾压的中大型犬的狗饼，只能说，晚一点看到还好，如果刚被碾几下被看到真的让人很不适。。,,1级评论,6,0,2025-04-02 02:21:19
